date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:13:12	4704541/4704541	---MCZ	200	added ('OK')	application/javascript	etag:%221b99ae949fb4f3908ea790afc8843a577ce1c7f6%22	https://app.jusfy.com.br/static/js/main.ea39d7ec.js	E:/Sites/JusfyRepo/app.jusfy.com.br/static/js/main.ea39d7ec.js	(from https://app.jusfy.com.br/dashboard)
13:13:12	597/597	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Apr%202026%2016:13:13%20GMT	https://www.googletagmanager.com/ns.html?id=GTM-WT67WWW	E:/Sites/JusfyRepo/www.googletagmanager.com/ns7e18.html	(from https://app.jusfy.com.br/dashboard)
13:13:13	33374/33374	---MCZ	200	added ('OK')	application/javascript	etag:W/%22274303dc8790bba62abecc91ffe4b219%22	https://diffuser-cdn.app-us1.com/diffuser/diffuser.js	E:/Sites/JusfyRepo/diffuser-cdn.app-us1.com/diffuser/diffuser.js	(from https://app.jusfy.com.br/dashboard)
13:13:14	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/jusfinder/window.location.href	E:/Sites/JusfyRepo/app.jusfy.com.br/jusfinder/index-2.html	(from https://app.jusfy.com.br/jusfinder/query)
13:13:14	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2023%20Apr%202026%2016:13:15%20GMT	https://fonts.googleapis.com/robots.txt		(from https://app.jusfy.com.br/dashboard)
13:13:14	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Apr%202026%2016:13:15%20GMT	https://fonts.gstatic.com/robots.txt		(from https://app.jusfy.com.br/dashboard)
13:13:15	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2023%20Apr%202026%2016:13:15%20GMT	http://fonts.googleapis.com/robots.txt		(from https://app.jusfy.com.br/dashboard)
13:13:15	44/44	---MCZ	200	added ('OK')	text/plain	etag:W/%2218-61ab85767f7c0%22	https://fonts.cdnfonts.com/robots.txt		(from https://app.jusfy.com.br/dashboard)
13:13:16	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Apr%202026%2016:13:16%20GMT	https://www.googletagmanager.com/robots.txt		(from https://app.jusfy.com.br/dashboard)
13:13:17	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/t	E:/Sites/JusfyRepo/app.jusfy.com.br/index-4.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:17	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/e	E:/Sites/JusfyRepo/app.jusfy.com.br/index-5.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:18	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/signals/config/	E:/Sites/JusfyRepo/app.jusfy.com.br/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:18	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/schema.org/	E:/Sites/JusfyRepo/app.jusfy.com.br/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:18	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/t.resolvedLink	E:/Sites/JusfyRepo/app.jusfy.com.br/index-7.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:18	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/	E:/Sites/JusfyRepo/app.jusfy.com.br/index-6.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:19	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/signals/plugins/	E:/Sites/JusfyRepo/app.jusfy.com.br/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:19	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/o	E:/Sites/JusfyRepo/app.jusfy.com.br/index-8.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:19	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/signals/iwl.js	E:/Sites/JusfyRepo/app.jusfy.com.br/signals/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:19	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/signals/iwl.js?pixel_id=	E:/Sites/JusfyRepo/app.jusfy.com.br/signals/index0fc5.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:19	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/n.dl	E:/Sites/JusfyRepo/app.jusfy.com.br/index-9.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:21	8483/8483	---MCZ	200	added ('OK')	text/html	etag:%22261cff343892c027efe2ebca8425e9192099c89c%22	https://app.jusfy.com.br/n.rl	E:/Sites/JusfyRepo/app.jusfy.com.br/index-10.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:13:22	2044/2044	---M-Z	200	added ('OK')	text/plain	date:Thu,%2023%20Apr%202026%2005:39:25%20GMT	https://www.facebook.com/robots.txt		(from https://app.jusfy.com.br/dashboard)
13:13:22	11586/11586	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2223f44bca2d3416983a74f17d93bcca881e7e27f7%22	https://app.jusfy.com.br/static/media/Ki.976bf9a96935eaaf57ce.eot	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Ki.976bf9a96935eaaf57ce.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:23	11586/11586	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2223f44bca2d3416983a74f17d93bcca881e7e27f7%22	https://app.jusfy.com.br/static/media/Ki.976bf9a96935eaaf57ce.eot?	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Ki.976bf9a96935eaaf57ced41d.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:23	6052/6052	---M--	200	added ('OK')	application/font-woff	etag:%2206a27cc7cbfae4f79e7d387cb0e694d90494fb6f%22	https://app.jusfy.com.br/static/media/Ki.f6fde817cad4de6994a2.woff	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Ki.f6fde817cad4de6994a2.woff	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:23	11408/11408	---MCZ	200	added ('OK')	font/ttf	etag:%221e8f466b5c1766ff69a816c646da54c912ad76f8%22	https://app.jusfy.com.br/static/media/Ki.8427713fdae4ae2e3ac4.ttf	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Ki.8427713fdae4ae2e3ac4.ttf	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:23	57112/57112	---MCZ	200	added ('OK')	image/svg+xml	etag:%22764eabb2c9f9a25ca598a6ed4214bbf504a4715e%22	https://app.jusfy.com.br/static/media/Ki.543cfe6e0771d39c01b4.svg	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Ki.543cfe6e0771d39c01b4.svg	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:24	52592/52592	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%223eabc5b7d7c7ec82327973de2a6cf7a0b57797be%22	https://app.jusfy.com.br/static/media/socicon.ec23f2c6ea40d7043ca8.eot	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/socicon.ec23f2c6ea40d7043ca8.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:24	52592/52592	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%223eabc5b7d7c7ec82327973de2a6cf7a0b57797be%22	https://app.jusfy.com.br/static/media/socicon.ec23f2c6ea40d7043ca8.eot?	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/socicon.ec23f2c6ea40d7043ca8d41d.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:24	38700/38700	---M--	200	added ('OK')	application/font-woff	etag:%22e7a1cbe30f5193a38a649fbb1df7d015d7f40950%22	https://app.jusfy.com.br/static/media/socicon.fa1cafd691508aa474d6.woff	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/socicon.fa1cafd691508aa474d6.woff	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:24	52428/52428	---MCZ	200	added ('OK')	font/ttf	etag:%22e83f2cc26af425e243271cb37891e5345b7592e9%22	https://app.jusfy.com.br/static/media/socicon.578ecee55f406ce82f5b.ttf	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/socicon.578ecee55f406ce82f5b.ttf	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:24	131294/131294	---MCZ	200	added ('OK')	image/svg+xml	etag:%22c880215424b9ceb796892287f5325d3a12ecff6e%22	https://app.jusfy.com.br/static/media/socicon.d1edd88f5dd84572d00d.svg	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/socicon.d1edd88f5dd84572d00d.svg	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:25	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22be26221bc327b4a28bff6f29127bf878685fee80%22	https://app.jusfy.com.br/static/media/fa-brands-400.607a77859353c0cc1882.eot	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-brands-400.607a77859353c0cc1882.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:25	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22be26221bc327b4a28bff6f29127bf878685fee80%22	https://app.jusfy.com.br/static/media/fa-brands-400.607a77859353c0cc1882.eot?	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-brands-400.607a77859353c0cc1882d41d.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:25	89824/89824	---M--	200	added ('OK')	application/font-woff	etag:%222457bdc72ed5480832f8125bf69f4cea6c04a668%22	https://app.jusfy.com.br/static/media/fa-brands-400.ee26f57bc9e3619b022b.woff	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-brands-400.ee26f57bc9e3619b022b.woff	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:25	76612/76612	---M--	200	added ('OK')	font/woff2	etag:%22f1c77d0e6218fdb460821d8554b5fc2e2d623a69%22	https://app.jusfy.com.br/static/media/fa-brands-400.31015e861aeb30ff8355.woff2	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-brands-400.31015e861aeb30ff8355.woff2	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:25	132728/132728	---MCZ	200	added ('OK')	font/ttf	etag:%222793eb07cc92ae186742299dd59a0d1d6ab662bf%22	https://app.jusfy.com.br/static/media/fa-brands-400.5818bbd07dfd7095920a.ttf	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-brands-400.5818bbd07dfd7095920a.ttf	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:26	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:%22646ad0e56a09db49f203f2d995d0012e0af036b5%22	https://app.jusfy.com.br/static/media/fa-brands-400.3c45c98f6f6c1b009c08.svg	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-brands-400.3c45c98f6f6c1b009c08.svg	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:26	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2260a99b7493f39b33eb206ce7405b207e404b547d%22	https://app.jusfy.com.br/static/media/fa-regular-400.0747be4cba2f8600544f.eot	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-regular-400.0747be4cba2f8600544f.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:26	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2260a99b7493f39b33eb206ce7405b207e404b547d%22	https://app.jusfy.com.br/static/media/fa-regular-400.0747be4cba2f8600544f.eot?	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-regular-400.0747be4cba2f8600544fd41d.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:27	13584/13584	---M--	200	added ('OK')	font/woff2	etag:%22a92740c8f9a126e6e41b338f684553c975fc57bf%22	https://app.jusfy.com.br/static/media/fa-regular-400.c52405129ae48097815d.woff2	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-regular-400.c52405129ae48097815d.woff2	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:27	16800/16800	---M--	200	added ('OK')	application/font-woff	etag:%221e98b6f89db2c89cc127193bd97f82bfabd1ae2e%22	https://app.jusfy.com.br/static/media/fa-regular-400.8b892b7904a39e37c53d.woff	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-regular-400.8b892b7904a39e37c53d.woff	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:27	34092/34092	---MCZ	200	added ('OK')	font/ttf	etag:%223958391aee78258954ffa866f0837c2866bdacdd%22	https://app.jusfy.com.br/static/media/fa-regular-400.c3146b3524e97475c094.ttf	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-regular-400.c3146b3524e97475c094.ttf	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:28	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:%220b0dd238447e3fe417d7f8766d059be2cd07d0e1%22	https://app.jusfy.com.br/static/media/fa-regular-400.ab47faeab8ddc5f809ec.svg	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-regular-400.ab47faeab8ddc5f809ec.svg	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:28	202902/202902	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2247225bea862bcf4387b8fecbbc94b6692a213798%22	https://app.jusfy.com.br/static/media/fa-solid-900.7eefe04dc985dd4ad38b.eot	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-solid-900.7eefe04dc985dd4ad38b.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:28	202902/202902	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2247225bea862bcf4387b8fecbbc94b6692a213798%22	https://app.jusfy.com.br/static/media/fa-solid-900.7eefe04dc985dd4ad38b.eot?	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-solid-900.7eefe04dc985dd4ad38bd41d.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:28	79444/79444	---M--	200	added ('OK')	font/woff2	etag:%22dd7a3b44fb3dfb5b0b5a1f855f9f7d6018491165%22	https://app.jusfy.com.br/static/media/fa-solid-900.9451d5fee89b51a20f8a.woff2	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-solid-900.9451d5fee89b51a20f8a.woff2	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:29	202616/202616	---MCZ	200	added ('OK')	font/ttf	etag:%22c8927a15c964e6b6f044a2caa06100e447f8826d%22	https://app.jusfy.com.br/static/media/fa-solid-900.32267f3b4db33a7c85ee.ttf	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-solid-900.32267f3b4db33a7c85ee.ttf	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:29	75950/75950	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22bb5d1ccaffced11eb02d46928eb5f853cf90a947%22	https://app.jusfy.com.br/static/media/Flaticon.ff4db9d699282a5e5f6c.eot	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Flaticon.ff4db9d699282a5e5f6c.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:29	75950/75950	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22bb5d1ccaffced11eb02d46928eb5f853cf90a947%22	https://app.jusfy.com.br/static/media/Flaticon.ff4db9d699282a5e5f6c.eot?	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Flaticon.ff4db9d699282a5e5f6cd41d.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:29	103300/103300	---M--	200	added ('OK')	application/font-woff	etag:%22d2dd327c65526718edddc09f29ec04a0db2b77e2%22	https://app.jusfy.com.br/static/media/fa-solid-900.a940d584750708f5435c.woff	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-solid-900.a940d584750708f5435c.woff	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:30	897426/897426	---MCZ	200	added ('OK')	image/svg+xml	etag:%2223381b52f681a9a756a6484b6e5537a227016cc8%22	https://app.jusfy.com.br/static/media/fa-solid-900.18df003f90a7f1313b98.svg	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/fa-solid-900.18df003f90a7f1313b98.svg	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:30	45580/45580	---M--	200	added ('OK')	application/font-woff	etag:%22cd25ae439dabece325e6d7a49e8c2c954d82c338%22	https://app.jusfy.com.br/static/media/Flaticon.a53eae6b65c8492060d7.woff	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Flaticon.a53eae6b65c8492060d7.woff	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:30	75772/75772	---MCZ	200	added ('OK')	font/ttf	etag:%22db26050654ae1431bded7e8dbd96ece0cf13fb49%22	https://app.jusfy.com.br/static/media/Flaticon.00eacf86b4318d9958a8.ttf	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Flaticon.00eacf86b4318d9958a8.ttf	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:30	559814/559814	---MCZ	200	added ('OK')	image/svg+xml	etag:%2286b8eb3547877978d58bdd7140cde70c739cbe2a%22	https://app.jusfy.com.br/static/media/Flaticon.9b97d4a03f52096e0278.svg	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Flaticon.9b97d4a03f52096e0278.svg	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:30	49358/49358	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2243e764133189dd32e6a36e5a45a9b24bcf87e014%22	https://app.jusfy.com.br/static/media/Flaticon2.5971908741f540117ba1.eot	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Flaticon2.5971908741f540117ba1.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:31	49358/49358	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2243e764133189dd32e6a36e5a45a9b24bcf87e014%22	https://app.jusfy.com.br/static/media/Flaticon2.5971908741f540117ba1.eot?	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Flaticon2.5971908741f540117ba1d41d.eot	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
13:13:31	29816/29816	---M--	200	added ('OK')	application/font-woff	etag:%224196b6f6f2e39ded2832b8e920b2ee01002e46d2%22	https://app.jusfy.com.br/static/media/Flaticon2.76f38df3aea1a621f8bf.woff	E:/Sites/JusfyRepo/app.jusfy.com.br/static/media/Flaticon2.76f38df3aea1a621f8bf.woff	(from https://app.jusfy.com.br/static/css/main.28d97db7.css)
